Date,Open,High,Low,Close,Volume
2024-07-01,2139.648485631672,2182.3581880849824,2114.5592269678737,2157.268929421184,10410165
2024-07-02,2146.1909731501323,2152.60485429245,2135.08965079721,2141.503531939528,8391138
2024-07-03,2146.4421106997816,2165.912467589197,2127.07920701864,2146.5495639080555,7024408
2024-07-04,2149.550475397613,2150.3217547989025,2146.096318535675,2146.8675979369646,7096226
2024-07-05,2144.5595849264555,2177.9851857088497,2117.611966640085,2151.0375674224792,4920795
2024-07-08,2165.0248362581565,2171.908505687845,2158.345603152101,2165.2292725817892,4938378
2024-07-09,2153.2433959896125,2173.5029259386806,2140.0193566065414,2160.2788865556095,3794911
2024-07-10,2127.8514032348435,2142.7812743823147,2126.2086217281844,2141.1384928756556,2526614
2024-07-11,2150.1592598760785,2160.3546731791935,2128.039068814563,2138.234482117678,10287593
2024-07-12,2101.93200241722,2120.6988454358593,2097.2229085205795,2115.989751539219,8442328
2024-07-15,2126.093855365178,2130.393180301997,2114.098490313534,2118.397815250353,7012255
2024-07-16,2097.9611093220396,2107.1210404748635,2093.9845594348967,2103.1444905877206,7275115
2024-07-17,2086.6415835114108,2111.561043315731,2084.039706882436,2108.959166686756,8092916
2024-07-18,2074.31936737889,2085.0758316221754,2072.7320271695985,2083.488491412884,6048829
2024-07-19,2084.210618590595,2098.819540622944,2060.953003349975,2075.561925382324,4899731
2024-07-22,2055.6748710169545,2075.522442942193,2030.387525801471,2050.2350977267092,7916565
2024-07-23,2055.9273552355435,2069.4950271536804,2033.1731593605102,2046.740831278647,5325494
2024-07-24,2035.7638313582459,2046.2053011535777,2014.5473053900166,2024.9887751853485,2758530
2024-07-25,1981.802766297858,1999.4240431461862,1965.3008239975832,1982.9221008459115,5134819
2024-07-26,1995.9439090376945,1999.0556448646153,1985.5992227464963,1988.710958573417,11035631
2024-07-29,1972.1384486205807,1973.1082421199183,1962.453783648564,1963.4235771479016,4688559
2024-07-30,1998.9701567469945,2014.329467267651,1977.4253888876613,1992.7846994083177,11350285
2024-07-31,1990.9003024766178,2016.0917894821462,1985.0799624312576,2010.271449436786,6081569
2024-08-01,2012.0283083363925,2021.7527554747087,2004.5978837657683,2014.3223309040845,1645107
2024-08-02,1983.6055572625035,1993.3435923294928,1970.9027585459487,1980.640793612938,5225637
2024-08-05,2007.2076131927092,2019.0526937338109,1980.9815744658665,1992.8266550069682,6453350
2024-08-06,1985.111887557502,1985.3717745023205,1982.1261805554868,1982.3860675003052,10095867
2024-08-07,1981.8199755179055,2015.4680815934769,1972.2158454041116,2005.863951479683,4164318
2024-08-08,2007.336572857483,2016.6251048894685,1985.8513269457926,1995.1398589777782,3684220
2024-08-09,2009.1201623759846,2011.7362022347634,1998.4999830940635,2001.1160229528423,3691434
2024-08-12,1977.2539932511268,1984.3663612484374,1969.4564626320519,1976.5688306293625,5275588
2024-08-13,1959.8308093944129,1964.721319814494,1954.7435393830453,1959.6340498031266,9854230
2024-08-14,1972.0855798805349,1988.383948980968,1965.1056415634855,1981.4040106639186,6697022
2024-08-15,1985.8238153941672,1987.9717828595724,1983.5307725723628,1985.678740037768,4798235
2024-08-16,1993.122727757394,2006.6394155451428,1978.425810932769,1991.942498720518,5718982
2024-08-19,2018.2756032688674,2028.8139017225467,2002.7048331004564,2013.2431315541357,3594549
2024-08-20,2049.0480639063635,2079.2890318539726,2029.327955964636,2059.568923912245,5860866
2024-08-21,2086.1932539375525,2095.329754490226,2064.1044775520068,2073.2409781046804,6398055
2024-08-22,2072.50954887508,2082.8873111552616,2055.4952138977274,2065.872976177909,4463711
2024-08-23,2015.4221961470043,2015.668525198519,2006.198456525853,2006.4447855773678,7210893
2024-08-26,2034.4059072060622,2051.183411062552,2011.3154186818233,2028.092922538313,3735523
2024-08-27,2024.5480783810535,2044.8921545053731,2009.8286521205541,2030.1727282448737,4878387
2024-08-28,2000.7374280399224,2016.1280380945245,1997.3428131731735,2012.7334232277756,4668129
2024-08-29,2019.7569398614562,2031.1953378199776,2009.8697861567434,2021.3081841152648,4309938
2024-08-30,2044.624071877227,2057.8817057513797,2007.190658876468,2020.4482927506208,3547216
2024-09-02,1988.3539970528452,2021.5341684311634,1970.0598905960617,2003.2400619743798,5624560
2024-09-03,2031.1306230655937,2033.741080500007,2020.505380728238,2023.1158381626512,8205822
2024-09-04,2038.402217674315,2058.902496133038,2019.5284305300336,2040.0287089887568,8259767
