Date,Open,High,Low,Close,Volume
2024-07-01,1219.1970815187806,1235.6676252120396,1198.3005767380107,1214.7711204312698,6584493
2024-07-02,1201.2826477930928,1215.5614233371468,1196.2298350412404,1210.5086105852945,8656328
2024-07-03,1216.7032675028063,1217.8922523478043,1213.9114436640673,1215.1004285090653,8756118
2024-07-04,1222.9422216956248,1238.4803956996718,1207.5223247555796,1223.0604987596266,6436498
2024-07-05,1228.4729765849843,1238.4657421495604,1216.5922944348201,1226.5850599993962,11933853
2024-07-08,1219.33938541312,1224.3491435298072,1213.2099672071288,1218.219725323816,11314304
2024-07-09,1220.462436469664,1225.3001663860132,1219.0779086859304,1223.9156386022796,8966888
2024-07-10,1232.755299394694,1233.434985281977,1228.900418429779,1229.580104317062,14578243
2024-07-11,1233.4344166039025,1257.3126385469964,1212.5974611288627,1236.4756830719566,2545401
2024-07-12,1221.3423530428004,1234.520158124774,1218.1710619489959,1231.3488670309696,5624680
2024-07-15,1234.3695087568851,1236.5368899023629,1224.1706795186174,1226.338060664095,5618708
2024-07-16,1222.1793004825915,1238.2610719921486,1205.054285907064,1221.136057416621,11554623
2024-07-17,1225.2786252663266,1234.9407418191597,1219.3741013682213,1229.0362179210545,6099698
2024-07-18,1207.9985464349077,1225.1338729439299,1195.937937868662,1213.0732643776842,4229202
2024-07-19,1213.6305579559585,1225.2179702779915,1203.849838083176,1215.4372504052092,5854818
2024-07-22,1207.2696635981051,1209.1292539415388,1192.6846954666005,1194.5442858100341,3514684
2024-07-23,1188.6861303128921,1189.4509763718238,1181.976881329444,1182.7417273883757,6496988
2024-07-24,1174.9713692567145,1191.4940497994721,1161.7683283657923,1178.2910089085499,7357536
2024-07-25,1249.9865324505674,1256.0504164137726,1247.8935090026234,1253.9573929658286,11646424
2024-07-26,1288.752809808653,1291.6205410575149,1286.479450958458,1289.34718220732,10112678
2024-07-29,1229.0061178018475,1234.2330384015243,1228.5594243187868,1233.7863449184636,4308299
2024-07-30,1259.2728683045793,1270.0119108838185,1254.6811676880573,1265.4202102672964,11765922
2024-07-31,1249.0453731741936,1253.123647497353,1244.9656336919807,1249.04390801514,805430
2024-08-01,1270.060004337403,1293.949972198496,1241.0804718788731,1264.9704397399662,10408260
2024-08-02,1264.2296564930011,1270.1621924667961,1257.0403187768477,1262.9728547506427,9741081
