Date,Open,High,Low,Close,Volume
2024-07-01,1488.0159681688563,1495.3418293044958,1486.831223935844,1494.1570850714836,11270620
2024-07-02,1511.2170352157686,1517.2987714714968,1510.1279686851549,1516.209704940883,21638175
2024-07-03,1537.926280816386,1542.6111550585322,1525.46692067481,1530.151794916956,20088630
2024-07-04,1521.9458658701026,1521.9677150855805,1520.9201001182516,1520.9419493337296,11203710
2024-07-05,1544.3091112156485,1556.5041611243453,1538.9499659566552,1551.145015865352,21799312
2024-07-08,1536.5645121039363,1540.0621226929484,1536.1146316238035,1539.6122422128155,1177949
2024-07-09,1535.2189710522712,1537.0837289574033,1533.5114095080194,1535.3761674131515,17303887
2024-07-10,1539.5601812157586,1543.2186530305178,1522.500130869872,1526.1586026846312,8010522
2024-07-11,1522.2098887948225,1530.4030147802412,1515.0441274060122,1523.2372533914308,19795967
2024-07-12,1553.0517811860295,1568.9710808983205,1548.2400545838445,1564.1593542961355,29667606
2024-07-15,1537.689664335449,1540.8041306011864,1527.0776274115283,1530.1920936772658,11726172
2024-07-16,1554.2362233079884,1560.8004834077656,1546.5523398590346,1553.1165999588118,26549445
2024-07-17,1528.1687121588263,1531.17527767253,1515.0170923769701,1518.0236578906738,23925325
2024-07-18,1501.0338726308987,1509.3085706907189,1499.9229514074425,1508.1976494672626,9808629
2024-07-19,1497.6659565987225,1509.7121665796492,1486.4782043132227,1498.5244142941494,16601506
2024-07-22,1513.210317559815,1528.845771062996,1495.121903129901,1510.757356633082,15057635
2024-07-23,1527.161608800869,1533.3273515239327,1513.3551013139922,1519.520844037056,17257664
2024-07-24,1513.2544324394842,1519.4226153202294,1503.3803306463426,1509.5485135270878,17999650
2024-07-25,1519.136530745908,1528.7253317185641,1502.3529996842713,1511.9418006569274,24522804
2024-07-26,1523.5105122652797,1530.1048011832363,1509.9496868405552,1516.5439757585118,23124733
2024-07-29,1539.2894763953248,1548.4193386169009,1530.4873752441986,1539.6172374657747,25555324
2024-07-30,1503.3099160539364,1518.951130421765,1501.84726977078,1517.4884841386086,22939514
2024-07-31,1516.3621822454083,1520.6788547196043,1505.7898436113937,1510.1065160855896,15141407
2024-08-01,1511.9532577242994,1523.876906689341,1497.6627373715544,1509.586386336596,21745122
2024-08-02,1535.4433517404027,1548.0451995884148,1525.1108758432626,1537.7127236912747,9849167
2024-08-05,1545.9195295308398,1547.2028946090247,1536.4354485363797,1537.7188136145646,21999542
2024-08-06,1536.7912889439772,1553.0203013224752,1523.6704013168667,1539.8994136953647,13416844
2024-08-07,1505.3440898135652,1521.7190556183657,1497.0028519839425,1513.377817788743,12236615
2024-08-08,1510.8677933317294,1529.9792885558425,1486.977640465166,1506.089135689279,7446220
2024-08-09,1511.6082544498674,1518.9254553127528,1508.490600654454,1515.8078015173394,21390447
2024-08-12,1464.561911128293,1480.452079962496,1462.2315132526335,1478.1216820868365,6501155
2024-08-13,1476.28107633702,1492.9293278259768,1469.141805376057,1485.7900568650136,14279410
2024-08-14,1498.1393147837548,1514.2928688828301,1475.9493867616113,1492.1029408606867,15460479
2024-08-15,1485.276686874241,1486.8301219228965,1484.6189288589178,1486.1723639075733,15130570
2024-08-16,1496.3944927284647,1502.9472474553197,1486.3890918683646,1492.9418465952197,17478283
2024-08-19,1484.96615320658,1521.2834768131947,1466.7721900442511,1503.089513650866,14239391
2024-08-20,1526.836192519878,1535.035583309301,1526.777595458228,1534.976986247651,14945357
2024-08-21,1489.2191263343313,1498.256382149233,1486.299207921899,1495.3364637368009,27517117
2024-08-22,1496.7415432434882,1513.9444654629551,1494.899061770453,1512.10198398992,14944273
2024-08-23,1498.7503209509202,1500.2008159013099,1496.6617045632124,1498.112199513602,5675087
