Date,Open,High,Low,Close,Volume
2024-07-01,4199.8096531277915,4261.48377434732,4167.056777170463,4228.730898389991,2658330
2024-07-02,4164.95040933514,4214.592581456829,4151.12919074041,4200.7713628620995,2569905
2024-07-03,4375.53912589697,4402.648035575614,4354.77039890019,4381.879308578834,3873676
2024-07-04,4304.209722621615,4330.366313843712,4265.466336205285,4291.622927427383,4551297
2024-07-05,4283.964182828348,4323.41521091573,4252.701530601124,4292.152558688506,2960122
2024-07-08,4322.334551996808,4358.39222993974,4275.336797976359,4311.394475919291,2592860
2024-07-09,4437.5300275239315,4457.383801400943,4382.574949024445,4402.428722901457,2549229
2024-07-10,4319.172265505099,4343.580926367115,4316.844959873929,4341.253620735945,2731270
2024-07-11,4214.36023128146,4242.874699715721,4182.812516051838,4211.3269844861,1474501
2024-07-12,4398.734008088532,4407.1484751157295,4380.191128951584,4388.605595978781,1392567
2024-07-15,4348.300062035081,4358.699875640162,4323.057370568555,4333.457184173635,4567232
2024-07-16,4302.149216583297,4315.529732549656,4237.9018737112,4251.282389677559,1679412
2024-07-17,4266.315208716401,4305.760570832998,4221.393690955019,4260.839053071617,3437588
2024-07-18,4206.225359086603,4296.571741384262,4117.620746491646,4207.967128789305,1261282
2024-07-19,4283.833296192283,4319.3336564495,4192.234534510419,4227.7348947676355,4783683
2024-07-22,4201.373849379579,4249.911259739996,4180.912567218742,4229.449977579159,1524023
2024-07-23,4175.606225771024,4225.718126830381,4136.078843463586,4186.1907445229435,4232187
2024-07-24,4235.427955999262,4246.237259369696,4211.8805156952185,4222.689819065653,915766
2024-07-25,4199.165901937292,4274.487356656241,4166.09832493136,4241.4197796503095,2036960
2024-07-26,4227.5972404645345,4262.452229545285,4196.122125713132,4230.977114793883,3258595
2024-07-29,4186.5555701080275,4190.539000252445,4150.439824317778,4154.4232544621955,2457585
2024-07-30,4156.090608554542,4195.906075326322,4150.22799203155,4190.0434588033295,3182897
2024-07-31,4211.662768290235,4255.5538617936,4171.836849797175,4215.72794330054,2751165
2024-08-01,4257.22837944189,4294.414238319816,4176.873787711979,4214.059646589905,1756981
2024-08-02,4300.548744412665,4371.6541356721,4220.708171510973,4291.813562770409,3331830
2024-08-05,4247.844378125451,4276.426773465994,4206.157732117868,4234.740127458412,2689918
2024-08-06,4175.021893077131,4188.465407554757,4163.81697663931,4177.2604911169365,3086064
2024-08-07,4175.654389213991,4236.540598471502,4138.102514487195,4198.988723744706,4165259
2024-08-08,4151.64272984388,4201.359381227482,4121.326475385891,4171.043126769493,2657879
2024-08-09,4137.918640181203,4151.136920483331,4128.194299828248,4141.412580130376,3368830
2024-08-12,4210.9163631736365,4264.806872850308,4169.939671398693,4223.830181075364,3889883
2024-08-13,4333.779696582396,4353.5083924958135,4297.059008780765,4316.787704694182,1575842
2024-08-14,4204.476273968911,4231.44275285016,4168.846206716205,4195.812685597454,2934086
2024-08-15,4171.305107221442,4204.161901117344,4154.397995255445,4187.254789151347,1552740
2024-08-16,4121.411097865901,4171.102590864972,4117.3151033805025,4167.006596379573,1232057
2024-08-19,4119.831603318685,4146.4375328128845,4085.5127053691917,4112.118634863391,1186406
2024-08-20,4118.123385936422,4158.35671902781,4103.707059533243,4143.940392624631,4012417
2024-08-21,4197.134177719979,4202.752770147555,4181.838276945198,4187.456869372774,1555366
2024-08-22,4117.064701821269,4206.552347942345,4082.6503980967036,4172.138044217779,3304293
2024-08-23,4081.4335964428737,4133.822573226459,4032.910741827854,4085.2997186114394,3544045
2024-08-26,4090.0452251639113,4097.213082797801,4073.0396323513337,4080.2074899852237,1718988
2024-08-27,4163.10613963574,4176.486180315024,4129.890397890244,4143.270438569528,3643535
2024-08-28,4139.906867688831,4167.72184849858,4086.881097254431,4114.696078064179,2967957
2024-08-29,4128.09193697242,4153.563215625721,4102.922300546139,4128.39357919944,1346689
2024-08-30,4104.9256933769375,4159.29449579547,4079.2457947264843,4133.614597145017,2947527
2024-09-02,4123.600091636894,4153.477011041208,4105.027053151694,4134.903972556009,2541829
