Date,Open,High,Low,Close,Volume,DMA20,DMA50,DMA200,RSI,MACD,MACD_Signal,MACD_Hist,Vol_Avg20,RSI_Oversold,RSI_Overbought,RSI_Bull_Cross,RSI_Bear_Cross,MACD_Bull_Cross,MACD_Bear_Cross,Above_DMA50,Golden_Cross,Death_Cross
2024-07-01,601.9684387468718,605.7102255140006,599.1430459417447,602.8848327088735,3357983,,,,50.0,0.0,0.0,0.0,,False,False,False,False,False,False,False,False,False
2024-07-02,597.3401385361167,604.0780273117559,586.2260262557255,592.9639150313648,12274606,,,,50.0,-0.7914122363824845,-0.1582824472764969,-0.6331297891059876,,False,False,False,False,False,False,False,False,False
2024-07-03,593.2403879512491,599.120537569599,588.8958996571806,594.7760492755306,4766476,,,,50.0,-1.2578878979865067,-0.3782035374184989,-0.8796843605680078,,False,False,False,False,False,False,False,False,False
2024-07-04,601.8995985540123,606.0863332914298,596.9864667764019,601.1732015138194,5995190,,,,50.0,-1.0987112389467484,-0.5223050777241488,-0.5764061612225996,,False,False,False,False,False,False,False,False,False
2024-07-05,592.8881796191675,605.3971584463719,585.0818860473404,597.5908648745448,7695928,,,,50.0,-1.2472496996532527,-0.6672940021099696,-0.5799556975432831,6818036.6,False,False,False,False,False,False,False,False,False
2024-07-08,593.8221490003343,594.7304072256604,585.5137532190416,586.4220114443677,9495015,595.9684791414169,,,50.0,-2.2403749815354104,-0.9819101979950577,-1.2584647835403526,7264199.666666667,False,False,False,False,False,False,False,False,False
2024-07-09,588.757755778347,592.7260933865438,581.7650120716793,585.733349679876,15107504,594.5063177897681,,,50.0,-3.0478692322398047,-1.3951020048440073,-1.6527672273957974,8384671.714285715,False,False,False,False,False,False,False,False,False
2024-07-10,589.4513952928662,599.5949655053781,584.0166388010831,594.160209013595,7110789,594.4630541927465,,,50.0,-2.973559775460899,-1.7107935589673857,-1.2627662164935132,8225436.375,False,False,False,False,False,False,False,False,False
2024-07-11,606.4424551372891,609.1324455020635,600.5900111385569,603.2800015033313,5128520,595.4427150050337,,,50.0,-2.1539485805075174,-1.7994245632754122,-0.35452401723210514,7881334.555555556,False,False,False,False,False,False,False,False,False
2024-07-12,604.781445153943,607.0669682732729,598.2984091126242,600.5839322319541,4889174,595.9568367277258,,,50.0,-1.7023276878132947,-1.7800051881829888,0.07767750036969412,7582118.5,False,False,False,False,True,False,False,False,False
2024-07-15,586.3315074541863,590.1322322981068,583.3066837574381,587.1074086013587,9019395,595.1523432616924,,,50.0,-2.404144227455845,-1.9048329960375603,-0.4993112314182846,7712780.0,False,False,False,False,False,True,False,False,False
2024-07-16,582.7122604263087,588.1510968816319,580.9825112508702,586.4213477061934,15186108,594.4247602987341,,,50.0,-2.981331340152451,-2.1201326648605385,-0.8611986752919125,8335557.333333333,False,False,False,False,False,False,False,False,False
2024-07-17,579.5264332056705,586.0390620346938,578.8979593835343,585.4105882125575,7090244,593.7313624459513,,,50.0,-3.480198566513536,-2.392145845191138,-1.088052721322398,8239764.0,False,False,False,False,False,False,False,False,False
2024-07-18,581.9212601572419,585.1108831309878,581.5615433574386,584.7511663311844,2519957,593.0899198663252,,,50.0,-3.883992029937076,-2.6905150821403256,-1.1934769477967504,7831206.357142857,False,False,False,False,False,False,False,False,False
2024-07-19,580.5044247191539,588.9405148949025,574.0968195831448,582.5329097588934,13392361,592.3861191924964,,,15.798263145104613,-4.333047352859808,-3.019021536284222,-1.3140258165755858,8201950.0,True,False,False,False,False,False,False,False,False
2024-07-22,594.555487186157,596.3254468168865,591.430298146602,593.2002577773314,15170688,592.4370028540485,592.4370028540485,,25.20059013804915,-3.7845353297146858,-3.172124294970315,-0.6124110347443708,8637496.125,True,False,False,False,False,False,True,False,False
2024-07-23,594.2672879760456,594.57541376817,592.9213071560523,593.2294329481767,11392243,592.4836163889972,592.4836163889972,,25.22518312539796,-3.309333470833053,-3.199566130142863,-0.10976734069019001,8799540.05882353,True,False,False,False,False,False,True,False,False
2024-07-24,598.0887021561092,603.0323085997973,594.9016459317957,599.8452523754837,5748063,592.8925961660243,592.8925961660243,,30.782722481708447,-2.3715534450770974,-3.03396359312971,0.6624101480526128,8630013.555555556,False,False,True,False,True,False,True,False,False
