Date,Open,High,Low,Close,Volume,DMA20,DMA50,DMA200,RSI,MACD,MACD_Signal,MACD_Hist,Vol_Avg20,RSI_Oversold,RSI_Overbought,RSI_Bull_Cross,RSI_Bear_Cross,MACD_Bull_Cross,MACD_Bear_Cross,Above_DMA50,Golden_Cross,Death_Cross
2024-07-01,2524.204645139921,2548.0844312735276,2515.934934565753,2539.8147206993594,8340917,,,,50.0,0.0,0.0,0.0,,False,False,False,False,False,False,False,False,False
2024-07-02,2535.631887957191,2537.3254203716774,2533.6296888403976,2535.323221254884,10099723,,,,50.0,-0.3582962519813009,-0.07165925039626019,-0.2866370015850407,,False,False,False,False,False,False,False,False,False
2024-07-03,2517.8568308155745,2536.20241998956,2509.093114361853,2527.4387035358386,5826327,,,,50.0,-1.2638939169960395,-0.31010618371621607,-0.9537877332798235,,False,False,False,False,False,False,False,False,False
2024-07-04,2493.876894506897,2521.3510710750625,2492.014685743965,2519.4888623121305,13547705,,,,50.0,-2.593179775898534,-0.7667209021526797,-1.8264588737458543,,False,False,False,False,False,False,False,False,False
2024-07-05,2532.371478122679,2533.139469394161,2530.6819084776484,2531.4498997491305,14940513,,,,50.0,-2.6509343168063424,-1.1435635850834123,-1.5073707317229301,10551037.0,False,False,False,False,False,False,False,False,False
2024-07-08,2550.772347194791,2556.288299393369,2541.5797829172707,2547.0957351158486,9187496,2533.435190444532,,,50.0,-1.4178726963341433,-1.1984254073335585,-0.21944728900058474,10323780.166666666,False,False,False,False,False,False,False,False,False
2024-07-09,2549.0062826100575,2565.2071338383817,2538.0303249262383,2554.2311761545625,11564083,2536.406045545965,,,50.0,0.1335682879939668,-0.9320266682680535,1.0655949562620202,10500966.285714285,False,False,False,False,True,False,False,False,False
2024-07-10,2560.8753077981514,2563.030370086783,2534.209032079865,2536.364094368497,7356825,2536.4008016487815,,,50.0,-0.07773169055781182,-0.7611676727260052,0.6834359821681933,10107948.625,False,False,False,False,False,False,False,False,False
2024-07-11,2515.7666616277725,2545.8371875498538,2497.938133300642,2528.0086592227235,5315836,2535.4683413792195,,,50.0,-0.908924714549812,-0.7907190810907666,-0.11820563345904544,9575491.666666666,False,False,False,False,False,True,False,False,False
2024-07-12,2525.355839034575,2544.6987865433216,2511.5903254388973,2530.9332729476437,6759996,2535.014834536062,,,50.0,-1.316483684468949,-0.895872001766403,-0.4206116827025459,9293942.1,False,False,False,False,False,False,False,False,False
2024-07-15,2552.2433930672914,2558.0772098890984,2541.323656926531,2547.157473748338,8685687,2536.118710828087,,,50.0,-0.32655536415722963,-0.7820086742445683,0.4554533100873387,9238646.181818182,False,False,False,False,True,False,False,False,False
2024-07-16,2548.2230152472266,2571.2954936727315,2522.5395829936033,2545.612061419108,4709003,2536.909823377339,,,50.0,0.32947017522747046,-0.5597129043501606,0.8891830795776311,8861175.916666666,False,False,False,False,False,False,False,False,False
2024-07-17,2529.7141987014757,2548.7315895067964,2524.1319087433894,2543.14929954871,15006855,2537.3897830828287,,,50.0,0.6432360164203601,-0.3191231201960565,0.9623591366164166,9333920.461538462,False,False,False,False,False,False,False,False,False
2024-07-18,2587.313487100929,2608.1116565018856,2578.3162131072877,2599.1143825082445,198732,2541.798683041787,,,50.0,5.346184692002225,0.8139384422436,4.532246249758625,8681407.0,False,False,False,False,False,False,False,False,False
2024-07-19,2606.565340978791,2614.5210251250255,2599.5831452915054,2607.53882943774,10420443,2546.181359468184,,,64.7772021352103,9.641941561070325,2.5795390660089454,7.06240249506138,8797342.733333332,False,False,False,False,False,False,False,False,False
2024-07-22,2603.612434781794,2604.7428911408474,2593.8542982110093,2594.9847545700627,11110846,2549.2315716620515,2549.2315716620515,,59.15512573616813,11.896218701966063,4.44287499320037,7.4533437087656935,8941936.6875,False,False,False,False,False,False,True,False,False
2024-07-23,2622.86402302963,2640.0279046620844,2617.561909928941,2634.7257915613955,11131570,2554.2606434208365,2554.2606434208365,,68.4809435904618,16.697045980301482,6.8937091906205925,9.80333678968089,9070738.647058824,False,False,False,False,False,False,True,False,False
2024-07-24,2650.9688937138703,2690.821533917036,2616.4012322968083,2656.253872499974,10352328,2559.926933925233,2559.926933925233,,72.18576509766639,21.985437957228896,9.912054943942254,12.073383013286643,9141938.055555556,False,True,False,False,False,False,True,False,False
2024-07-25,2620.832763312018,2655.7902492018557,2599.9417416849296,2634.8992275747673,10880738,2563.872844117314,2563.872844117314,,64.13296166464303,24.174714264693648,12.764586808092535,11.410127456601113,9233453.842105264,False,False,False,True,False,False,True,False,False
2024-07-26,2607.750514900422,2633.710069051986,2603.4668688898805,2629.4264230414447,15769494,2567.1505230635203,2567.1505230635203,,62.21734214037731,25.177886915864292,15.247246829646887,9.930640086217405,9560255.85,False,False,False,False,False,False,True,False,False
2024-07-29,2655.465537196006,2659.6301194319694,2644.483861649591,2648.648443885554,5767605,2572.5922092228298,2571.031376435998,,66.05270868767995,27.21030148863838,17.639857761445185,9.570443727193194,9431590.25,False,False,False,False,False,False,True,False,False
2024-07-30,2610.4041744235624,2626.930526753913,2597.8240752211673,2614.350427551518,5898660,2576.5435695376614,2573.000424213976,,55.271441605442504,25.756536087513723,19.263193426658894,6.493342660854829,9221537.1,False,False,False,False,False,False,True,False,False
2024-07-31,2620.7818509233157,2628.563825398218,2603.3705380159463,2611.1525124908485,13970853,2580.729259985412,2574.659210660797,,54.38018561178792,24.068919986778837,20.224338738682885,3.8445812480959525,9628763.4,False,False,False,False,False,False,True,False,False
2024-08-01,2623.0548875478926,2632.032502848751,2603.415155177057,2612.3927704779153,7512982,2585.3744553937013,2576.231442319843,,54.68537529640027,22.57136191267182,20.693743373480675,1.8776185391911433,9327027.25,False,False,False,False,False,False,True,False,False
2024-08-02,2619.7430725444015,2633.4561872582876,2608.360915219992,2622.074029933878,18772448,2589.905661902939,2578.0651458244047,,57.09804530986394,21.913132131295697,20.93762112504368,0.9755110062520167,9518624.0,False,False,False,False,False,False,True,False,False
2024-08-05,2589.4268336016726,2616.2035394498166,2572.747397047761,2599.524102895905,11714118,2592.5270802919413,2578.8904903271546,,50.37081246270745,19.348848155606447,20.619866531156234,-1.2710183755497866,9644955.1,False,False,False,False,False,True,True,False,False
2024-08-06,2562.013394717692,2610.1103909927283,2526.442364631969,2574.5393609070056,14302963,2593.5424895295637,2578.7293373856673,,44.16237824921682,15.126209233594182,19.521135071643826,-4.3949258380496445,9781899.1,False,False,False,False,False,False,False,False,False
